NOMBREADJUDICADO,total_pagado,num_contratos,pago_promedio,num_regiones,num_servicios,años_activo,CLUSTER
CONSTRUCTORA RIO MAULE LTDA,49436705915,63,144975677.17008796,12,3,10,3
CONSTRUCTORA RIO MAULE SPA,46881141262,45,169859207.4710145,12,12,5,3
CONSTRUCTORA RIO NEGRO S.A.,134886500,5,19269500.0,1,1,2,0
CONSTRUCTORA RIÑIHUE EIRL,9838450563,10,88634689.75675675,3,1,6,0
CONSTRUCTORA ROVECH LIMITADA,2266898157,18,17044347.04511278,1,3,11,3
CONSTRUCTORA RUBEN NEFTALI RECABAL FICA EIRL,2559945792,7,55650995.47826087,1,5,3,0
CONSTRUCTORA RUTA G-78 FV CONPAX LIMITADA,38763085381,1,657001447.1355932,1,2,5,0
CONSTRUCTORA S Y P LIMITADA,8684492109,62,60730714.04895105,1,7,11,3
CONSTRUCTORA S.A.C. LTDA.,352214245,2,25158160.35714286,1,1,3,0
CONSTRUCTORA SALFA S.A.,217911439707,77,227940836.51359832,11,6,15,1
CONSTRUCTORA SAM LTDA.,2592015811,6,48905958.69811321,1,1,4,0
CONSTRUCTORA SAN FELIPE S.A.,41422503294,27,272516469.0394737,7,2,3,3
CONSTRUCTORA SAN FRANCISCO LTDA.,24113493814,13,121785322.29292929,1,3,12,3
CONSTRUCTORA SAN NICOLAS LTDA.,419774168,1,59967738.28571428,1,1,2,0
CONSTRUCTORA SAN PEDRO SPA,3674763013,17,59270371.17741936,3,3,6,3
CONSTRUCTORA SAN VICENTE LTDA,1461841609,1,208834515.57142857,1,1,1,0
CONSTRUCTORA SANTA BARBARA LTDA.,34543712399,38,93109736.9245283,8,7,15,3
CONSTRUCTORA SANTA CARMEN SPA,249090917,5,35584416.71428572,1,1,1,0
CONSTRUCTORA SANTA DOMINGA LTDA.,77155119,2,38577559.5,1,2,1,0
CONSTRUCTORA SB LTDA,195145432,3,13938959.42857143,1,2,2,0
CONSTRUCTORA SCHWERTER ASOCIADOS LTDA.,14679634386,29,56243809.90804598,2,3,7,3
CONSTRUCTORA SEGAL LIMITADA,20291246021,21,92654091.42009133,5,1,8,3
CONSTRUCTORA SERAX LIMITADA,8559704893,26,52513526.95092025,4,2,8,3
CONSTRUCTORA SERGENCON SPA,593894487,3,65988276.333333336,2,3,1,0
CONSTRUCTORA SERVISAN LTDA.,874550067,1,97172229.66666667,1,1,3,0
CONSTRUCTORA SHEUEN LIMITADA,3081989049,13,48920461.0952381,1,4,5,0
CONSTRUCTORA SIERRA NEVADA S.A.,160076409778,53,116081515.43002175,6,4,14,1
CONSTRUCTORA SOL SPA,63513649,2,9073378.42857143,1,1,2,0
CONSTRUCTORA SOTO Y BRICENO LTDA,27180483,1,9060161.0,1,1,1,0
CONSTRUCTORA STANGE HERMANOS LTDA,34292089964,68,96870310.63276836,1,6,14,3
CONSTRUCTORA SUTTER Y CIA. LTDA.,30000000,1,15000000.0,1,1,2,0
CONSTRUCTORA TAFCA LTDA.,96452404178,43,206979408.10729614,7,1,10,3
CONSTRUCTORA TAFCA SPA,69450834004,34,304608921.0701754,6,5,5,3
CONSTRUCTORA TAIPICAHUE S.A.,348671901,3,34867190.1,1,2,4,0
CONSTRUCTORA TAQUICURA S.A.,93019436,1,23254859.0,1,1,1,0
CONSTRUCTORA TEKNICA LTDA,4725644461,12,61372005.98701299,3,1,6,0
CONSTRUCTORA TERESA YANET INOSTROZA ZAVALA E.I.R.L,183989752,3,13142125.142857144,1,1,1,0
CONSTRUCTORA TERRA AUSTRALYS LTDA,73701256,3,24567085.333333332,1,2,2,0
CONSTRUCTORA TERRA MINERAL LIMITADA,8061741809,10,103355664.21794872,6,4,8,3
CONSTRUCTORA TERRA TUNEL SPA,733869000,1,45866812.5,1,1,2,0
CONSTRUCTORA TERRAVIA LTDA,1922961726,4,49306710.92307692,3,1,5,0
CONSTRUCTORA TEUBER Y COMPA?IA LTDA.,3141968454,3,61607224.5882353,1,1,5,0
CONSTRUCTORA TOPP LIMITADA,7841462118,15,75398674.21153846,4,2,11,3
CONSTRUCTORA TORO Y HERRERA SOCIEDAD LTDA,2088836894,21,24009619.471264366,3,3,13,3
CONSTRUCTORA TRANCURA LTDA.,9031371013,3,90313710.13,1,1,7,0
CONSTRUCTORA TRANCURA S.P.A.,19379262045,9,120368087.23602484,3,3,8,3
CONSTRUCTORA TREBOL ARAUCO LTDA.,6641515755,1,229017784.6551724,1,1,4,0
CONSTRUCTORA TREBOL LTDA.,12324579953,8,241658430.4509804,2,3,6,0
CONSTRUCTORA TRIAN SPA,118973984,1,23794796.8,1,1,1,0
CONSTRUCTORA TRICAM LIMITADA,245075425855,101,221187207.450361,9,4,14,1
CONSTRUCTORA TRICAM SPA,15423148191,12,440661376.8857143,5,1,1,0
CONSTRUCTORA VALKO S.A,375261769725,53,484834327.81007755,13,4,15,1
CONSTRUCTORA VARBESS INGENIERIA Y CIA LTDA,220358262,6,16950635.53846154,1,1,2,0
CONSTRUCTORA VIAL MIX LTDA.,3582891023,7,74643562.97916667,4,1,5,0
CONSTRUCTORA VICUNA LTDA,441961777,1,63137396.71428572,1,1,2,0
CONSTRUCTORA VILICIC S.A.,336475277071,74,286118432.8835034,2,8,15,1
CONSTRUCTORA VISOL LTDA.,68252366065,49,199568321.82748538,8,4,13,3
CONSTRUCTORA VZS SPA,3885468643,8,77709372.86,1,3,4,0
CONSTRUCTORA W. FERNANDEZ Y CIA LTDA.,99401400,1,24850350.0,1,1,1,0
CONSTRUCTORA WORNER S.A.,1841828000,1,230228500.0,1,1,2,0
CONSTRUCTORA Y ARRIENDO DE MAQUINARIAS RODEL LTDA,13464838819,24,117085554.94782609,1,2,4,0
CONSTRUCTORA Y ARRIENDO DE MAQUINARIAS RODEL SPA,32892444813,19,131569779.252,1,1,9,0
CONSTRUCTORA Y COMERCAILIZADORA SAN SEBASTIAN SPA,79263923,1,26421307.666666668,1,1,1,0
CONSTRUCTORA Y COMERCIALIZADORA UTRERAS LTDA.,352230442,3,39136715.777777776,2,1,2,0
CONSTRUCTORA Y MAESTRANZA AMENGUAL E.I.R.L.,170562529,1,56854176.333333336,1,1,2,0
CONSTRUCTORA Y SERVICIOS MACHADO LTDA,138814933,1,17351866.625,1,1,1,0
CONSTRUCTORA Y SERVICIOS SANITARIOS LIMITADA,1230412510,5,42428017.5862069,1,1,2,0
CONSTRUCTORA Y SERVICIOS TECNOTERRA LTDA,11044353620,52,62046930.4494382,7,5,10,3
CONSTRUCTORA YANEZ TAPIA LTDA,460720441,4,30714696.066666666,1,1,2,0
CONSTRUCTORA ZAMBRANO Y FLORES,16497423650,9,124980482.1969697,1,2,5,0
CONSTRUCTORA ZURCAL LTDA,535145151,2,59460572.333333336,2,2,4,0
"CONSTRUCTORA, TRANSPORTE Y ARRIENDO DE MAQUINARIA",1107743108,2,61541283.777777776,2,2,2,0
CONSTRUSUR LTDA.,4311663799,24,46865910.85869565,2,3,7,3
CONSTRUTORA 2 TH LIMITADA,38964262009,22,217677441.39106146,6,3,10,3
CONSTRUTORA PYL SPA,2527048414,2,631762103.5,2,2,1,0
CONSTUCTORA MONTEPAZ,868022955,6,86802295.5,2,2,2,0
CONSULT. EN INGEN.LUIS G. ARRAU DEL CANTO E.I.R.L.,920232580,13,30674419.333333332,3,2,3,0
CONSULTORA E INGENIERIA GEOMAR LIMITADA,38300000,2,12766666.666666666,1,1,1,0
CONSULTORA EN ING GONZALO BENAVIDES OYEDO EIRL,193133464,2,14856420.307692308,1,1,3,0
CONSULTORA HALCROW GROUP LIMITED CHILE,32542850,1,16271425.0,1,1,2,0
CONSULTORES ARRIAGADA Y CATANZARO LTDA.,1427000920,18,23393457.704918034,9,1,5,3
CONSULTORES BARROS BASTIAS COMPANIA LIMITADA,126945669,1,42315223.0,1,1,2,0
CONSULTORES DE INGENIER.DE PROYECTOS Y ESTUD.LTDA.,4923282674,24,39073672.015873015,13,5,12,3
CONSULTORES DE INGENIERIA LTDA.,536585227,5,23329792.47826087,4,1,3,0
CONSULTORES DE INGENIERIA SPA,2536241515,8,57641852.61363637,8,3,6,3
CONSULTORES EN ARQUEOLOGIA SOCIEDAD DE PROFESIONAL,15718420,1,3929605.0,1,1,2,0
CONSULTORES EN INGENIERIA DE TRANSPORTE LTDA,5928806910,23,30095466.54822335,13,1,11,3
CONSULTORIA EN INGENIERIA NELSON HENRIQUEZ SOTO,33261352,2,6652270.4,1,1,1,0
CONSULTORIAS ASESORIAS E INGENIERIA LABSUR LTDA.,6700000,1,3350000.0,1,1,1,0
"CONSULTORIAS,ASESORIAS Y ESTUDIOS CAMAQUEN LTDA.",175977582,2,35195516.4,1,2,3,0
CONTRUCTORA E INVERSIONES IM LIMITADA,2165783943,5,65629816.45454545,3,1,3,0
COPCISA S.A. AGENCIA EN CHILE,84470837241,12,242036782.92550144,7,3,11,3
COPEC S.A.,26240244,2,13120122.0,1,2,2,0
COPER INGENIERIA Y CONSTRUCCION SPA,1108766393,2,69297899.5625,2,1,2,0
COREAL DESARROLLOS TECNOLOGICOS SPA,167930258,1,83965129.0,1,1,1,0
CORNELIO TUKI PAKOMIO,278733750,2,39819107.14285714,1,1,3,0
CORPORACION NACIONAL FORESTAL,685106350,10,16312055.952380951,1,1,7,0
CORPORACION VIAL S.A.,3259285717,7,148149350.77272728,4,3,4,0
CORPSTRADA INGENIERIA SPA,15319870875,3,228654789.17910448,1,3,3,0
CORREA GELFENSTEIN ARQUITECTOS LIMITADA,90200000,1,22550000.0,1,1,2,0
CORREA PAVIC VILLALON ARQUITECTOS LTDA.,125563000,1,41854333.333333336,1,1,2,0
COTACO LTDA,51510340,2,25755170.0,1,1,1,0
CPA AUDITORES CONSULTORES SA.,9900000,1,4950000.0,1,1,1,0
CREAXXION INGENIEROS CONSULTORES S.A.,1248687236,4,65720380.84210526,3,2,6,0
CRISMA TRANSPORTES E.I.R.L.,58101750,1,58101750.0,1,1,1,0
CRISOSTO SMITH ARQUITECTOS LTDA.,238240500,4,11912025.0,2,2,7,0
CRISTIAN A. SANHUEZA RIOS,115245000,3,10476818.181818182,2,1,3,0
CRISTIAN ALEX CONTRERAS MARTINEZ,1991792593,16,27663786.013888888,2,1,4,0
CRISTIAN ANDRADE MADRID,51000000,1,8500000.0,1,1,2,0
CRISTIAN GONZALO GUIXE CIFUENTES,174511997,1,24930285.285714287,1,1,1,0
CRISTIAN RICARDO PALMA MUÑOZ,5554285778,19,154285716.05555555,1,2,5,0
CRISTOBAL NICOLAS GALLEGUILLOS ESTAY,228649765,1,38108294.166666664,1,1,2,0
CRUZ Y DAVILA  INGENIEROS CONSULTORES LTDA.,72878304,1,36439152.0,1,1,1,0
CUATRO C. CONSULTORES EN INGENIERIA CIVIL LIMITADA,162847250,4,10856483.333333334,3,1,6,0
CUATRO VIAS INGENIEROS SPA,93038994,1,23259748.5,1,1,2,0
CUERPO MILITAR DEL TRABAJO,4095258276,9,97506149.42857143,7,2,2,0
CYD INGENIERIA LTDA.,6162666218,22,32097219.885416668,7,5,9,3
CYGSA CHILE S.A.,6952802103,14,31318928.391891893,7,2,11,3
Cia. Seguros Generales Continental S.A.,66962733,2,33481366.5,1,2,2,0
D Y B ING Y CONST SPA,14696500,2,7348250.0,1,1,2,0
DALCO INGENIERIA LTDA,2594400630,3,112800027.39130434,2,4,5,0
DANIEL ARMANDO ZAZZALI OLIVARES,5712000,1,5712000.0,1,1,1,0
DANIEL FELIPE MASOT GONZALEZ,2500000,1,2500000.0,1,1,1,0
DANIEL M. ALVAREZ VILCHES,142654839,4,9510322.6,2,2,2,0
DAVID ROSAS SANDOVAL,7150212838,57,37831813.957671955,7,4,9,3
DAVISON COMPANY GROUP SPA,2154648021,3,107732401.05,1,2,3,0
DELAGAR SPA,302556549,1,37819568.625,1,1,3,0
DEMCO RENTAL SPA,883284549,3,220821137.25,1,2,2,0
DEMOTRON S.A.,34440675679,28,136669347.93253967,3,4,11,3
DENNIS ALDRIDGE VUKUSIC,2278850,2,1139425.0,1,1,2,0
DENTELI INGENIERIA LIMITADA,201223125,7,22358125.0,1,1,4,0
DESARROLLO FORESTAL S.A.,169465029,4,12104644.92857143,1,1,3,0
"DESARROLLO MARITIMO, SERVICIOS Y EQUIPAMIENTO LTDA",411368008,2,68561334.66666667,2,2,2,0
DESARROLLOS CONSTRUCTIVOS AXIS S.A.,13487299317,4,449576643.9,1,2,4,0
DFC INGENIERIA Y CONTRUCCIONES LIMITADA,945740890,3,72749299.23076923,1,2,3,0
DGPROYES LTDA,247559885,9,9521534.038461538,3,1,5,0
DICTUC S.A.,1029889826,10,32184057.0625,4,5,12,3
DIEGO ANDRES ROZAS GALLARDO,6000000,1,3000000.0,1,1,1,0
DIEGO ANTONIO CASTILLO BUGUENO MOV. DE TIERRA EIRL,1654443161,6,110296210.73333333,2,5,3,0
DIEVAL INGENIERIA Y CONSTRUCCION SPA,144874259,1,48291419.666666664,1,1,2,0
DIGIMAPAS CHILE AEROFOTOGRAMETRIA LTDA.,119568560,2,23913712.0,2,2,4,0
DIR. GENERAL DEL TERRITORIO MARITIMO Y DE MM,3401106,7,109713.09677419355,1,3,4,0
DIST. CUMMINS CHILE S.A.,33001944,1,33001944.0,1,1,1,0
DISTRIBUIDORA PERKINS CHILENA S.A.C.,69776674,3,11629445.666666666,1,2,3,0
DM CONSTRUCCIONES SPA,381183617,4,15882650.708333334,1,2,3,0
DMW SPA,54840555,1,27420277.5,1,1,1,0
DOA INGENIERIA Y CONSTRUCCION SPA,889492190,1,88949219.0,1,2,2,0
DOMEYCO INGENIERIA CONSTRUCCION Y GEOMENSURA LTDA,15435779,1,15435779.0,1,1,1,0
DOVAL INGENIERIA S.A.,1925094797,4,58336205.96969697,2,2,3,0
DRAGADOS S.A. AGENCIA EN CHILE,44279115363,5,413823508.06542057,3,2,10,3
DRAGATEC S.A.,106030818,1,53015409.0,1,1,1,0
DROGUETT Y RABY INGENIERIA Y SERVICIOS  LTDA,3920927001,7,48406506.18518519,1,2,8,0
DUFFCO INGENIERIA Y CONSTRUCION SPA,31634743225,15,222779881.86619717,7,7,5,3
DUSAN DUJISIN Y COMPANIA LTDA.,3042803224,13,39010297.743589744,5,4,11,3
DVF INGENIERIA Y CONSTRUCCION SPA,637922070,1,106320345.0,1,2,2,0
DYT INGENIERIA LTDA,90504000,4,8227636.363636363,1,1,3,0
E & C EMPRESA CONSTRUCTORA LTDA.,2731918602,6,113829941.75,4,1,3,0
E & C EMPRESA CONSTRUCTORA S.A,8334633938,8,99221832.59523809,3,2,6,0
EBP CHILE SPA,58000000,1,11600000.0,1,1,2,0
ECHEVERRIA IZQUIERDO ING. Y CONST. S.A.,20677523337,2,516938083.425,1,2,3,0
ECO AUSTRAL SPA,3805626946,8,102854782.32432432,2,5,6,3
ECO PAISAJISMO Y CONSTRUCCION SANTA EDITH SPA,1413487093,1,201926727.57142857,1,2,2,0
ECOAUSTRAL CONSTRUCCIONES LTDA,6694794006,14,69018494.90721649,5,3,8,3
"ECOLOGISTICA CONS., ING. Y GESTION AMBIENTAL LTDA",4361047,2,2180523.5,1,1,2,0
ECOMAIN INGENIERIA Y CONSTRUCCION LIMITADA,323051064,5,26920922.0,2,1,2,0
ECOMAIN INGENIERIA Y CONSTRUCCION SPA,2411022389,14,38887457.88709678,3,2,5,0
ECSON S. A.,2904900086,5,100168968.48275863,1,1,4,0
EDAFICA PABLO IVAN NORAMBUENA VEGA EIRL,5465256,1,5465256.0,1,1,1,0
EDEMAQ LTDA.,15612800,2,7806400.0,1,1,1,0
EDIC INGENIEROS S.A.,196757406,2,32792901.0,2,2,3,0
EDIC INGENIEROS SPA.,185504069,1,16864006.272727273,1,2,3,0
EDISON SILVA SANTANA,158061193,1,26343532.166666668,1,1,2,0
EDITEC OBRAS Y PROYECTOS S.L. AGENCIA EN CHILE,1802277791,4,112642361.9375,3,2,3,0
EDUARDO EUGENIO ARANCIBIA REINOSO,43998957,1,10999739.25,1,1,1,0
EDUCATIVA PABLO ANDRES MENDEZ MAULEN E.I.R.L.,10000000,1,10000000.0,1,1,1,0
EILERS Y COMPANIA LTDA,119432034,2,5971601.7,1,2,2,0
EJERCITO DE CHILE CUERPO MILITAR DEL TRABAJO,120156668417,30,129618844.0312837,6,4,13,3
EL PUENTE MAQUINARIA Y CONSTRUCCION SPA,494414750,3,98882950.0,3,2,2,0
ELIECER PAOLO SCIARAFFIA PIZARRO E.I.R.L.,429856095,6,14328536.5,1,3,3,0
EMP.AGUAS SUBT. SERV. ING. Y PROY. ARQUIMEDA LTDA.,297654890,6,21261063.57142857,2,1,2,0
EMP.CONST. BRAVO E IZQUIERDO LTDA.,18711094206,9,425252141.04545456,4,4,8,3
EMP.CONST.DE OBRAS VIALES  LTDA.,15289651542,14,179878253.43529412,5,1,7,3
EMP.CONST.E INDUSTRIAL DEL NORTE S.A.I,326652940,1,54442156.666666664,1,1,2,0
EMPR.CONSTR.CRISTIAN RYBERTT E.I.R.L.,1392206640,15,27298169.411764707,1,3,12,3
EMPRESA AGUAS SUBT. SERV DE ING. Y PROYEC. ARQ,7332578755,56,35084108.87559809,8,3,5,3
EMPRESA CAIOZZI Y CHIO LTDA.,6680032,1,3340016.0,1,1,2,0
EMPRESA CONST. LUIS ALEJANDRO MUNOZ CASANUEVA EIRL,869876155,7,26359883.484848484,1,3,3,0
EMPRESA CONSTRUCTORA AGUAS CLARAS LTDA.,947043106,3,135291872.2857143,1,2,5,0
EMPRESA CONSTRUCTORA ALUEN  S.A.,857664428,1,65974186.76923077,1,1,2,0
EMPRESA CONSTRUCTORA ARRAYAN LTDA,810216787,3,40510839.35,2,1,2,0
EMPRESA CONSTRUCTORA AYMAR LTDA.,14962947963,26,60824991.719512194,1,4,14,3
EMPRESA CONSTRUCTORA BAPER SA,45707809769,47,130221680.25356126,2,4,11,3
EMPRESA CONSTRUCTORA BELFI S.A.,8086399664,2,367563621.09090906,2,2,5,0
EMPRESA CONSTRUCTORA BELLOLIO LTDA,41362033929,33,120941619.6754386,5,4,15,3
EMPRESA CONSTRUCTORA BRANEX LTDA.,19463640507,5,290502097.119403,3,1,6,0
EMPRESA CONSTRUCTORA BROTEC S.A.,359419482,1,179709741.0,1,1,2,0
EMPRESA CONSTRUCTORA CO-VEGA LTDA.,1106957705,5,48128595.86956522,3,1,3,0
EMPRESA CONSTRUCTORA COMERCO LTDA,1054270289,5,55487909.94736842,2,2,4,0
EMPRESA CONSTRUCTORA CONSTRUCTA LTDA.,312682662,3,44668951.71428572,2,2,2,0
EMPRESA CONSTRUCTORA CORTES LTDA,1823563839,4,121570922.6,1,3,4,0
EMPRESA CONSTRUCTORA DE OBRAS CIVILES YELCHO  SPA,49558226164,16,182199360.8970588,4,2,10,3
EMPRESA CONSTRUCTORA DE OBRAS CIVILES YELCHO S. A.,16194083715,11,128524473.92857143,3,2,4,0
EMPRESA CONSTRUCTORA DEL CHOAPA LTDA.,4833508867,24,60418860.8375,6,2,6,3
EMPRESA CONSTRUCTORA DESCO S.A.,6007939815,3,207170338.44827586,3,1,3,0
"EMPRESA CONSTRUCTORA DONOSO, VENEGAS Y CIA. LTDA.",380964017,1,47620502.125,1,1,2,0
EMPRESA CONSTRUCTORA DURAN Y VARGAS LTDA,3785141,1,1261713.6666666667,1,1,1,0
EMPRESA CONSTRUCTORA ECMOVIAL LIMITADA,2195865896,3,199624172.36363637,1,2,2,0
EMPRESA CONSTRUCTORA FE GRANDE S.A.,20774265813,4,561466643.5945946,2,2,8,0
EMPRESA CONSTRUCTORA FRONTANILLA Y ORELLANA LTDA.,2957469705,8,73936742.625,3,3,4,0
EMPRESA CONSTRUCTORA GONZALO ORELLANA E HIJO LTDA.,118739829982,88,197570432.58236274,8,9,15,1
EMPRESA CONSTRUCTORA HARR S.A,118819457619,48,136731251.575374,2,3,15,3
EMPRESA CONSTRUCTORA IF CONSTRUCCIONES LTDA,254654582,1,42442430.333333336,1,1,1,0
EMPRESA CONSTRUCTORA INCOSUR LIMITADA,5392666996,30,49024245.41818182,5,3,8,3
EMPRESA CONSTRUCTORA JOFREC LTDA.,3986076009,6,68725448.43103448,1,3,6,0
EMPRESA CONSTRUCTORA LATORRE LIMITADA,1906206594,2,127080439.6,2,3,3,0
EMPRESA CONSTRUCTORA LIRCAY Y CIA. LTDA.,31250193971,93,107759289.55517241,9,6,12,3
EMPRESA CONSTRUCTORA LO CAMPINO LTDA,14166069280,4,183974925.7142857,1,1,6,0
EMPRESA CONSTRUCTORA MIGUEL GARRIDO CUADRA EIRL,88414581,1,17682916.2,1,1,2,0
EMPRESA CONSTRUCTORA MOSAL LTDA.,38065021513,16,115699153.53495441,2,1,9,0
EMPRESA CONSTRUCTORA PIEMONTE S.A.,6044462930,21,78499518.57142857,1,4,11,3
EMPRESA CONSTRUCTORA RECONDO S.A.,36678051010,20,117182271.59744409,1,3,10,3
EMPRESA CONSTRUCTORA REMFISC LTDA.,67926945075,49,143913019.2266949,2,3,14,3
EMPRESA CONSTRUCTORA RIO AYSEN LTDA,474285160,3,52698351.11111111,1,3,3,0
EMPRESA CONSTRUCTORA SANTA BARBARA LIMITADA,3336708231,18,39255390.95294118,5,3,5,3
EMPRESA CONSTRUCTORA TARAPACA S.A.,342572877,4,22838191.8,1,1,3,0
EMPRESA CONSTRUCTORA TIPAUME S.A,6684713641,17,73458391.65934066,4,1,6,0
EMPRESA CONSTRUCTORA VALLE CENTRAL LTDA.,51281796,1,12820449.0,1,1,2,0
EMPRESA CONSTRUCTORA VIAL TERRA LTDA,636255380,2,79531922.5,2,1,3,0
EMPRESA CONTRUCTORA RTM IMGENIERIA LTDA.,686715595,3,52824276.538461536,1,1,1,0
EMPRESA CONTRUCTORA RTM INGENIERIA LTDA.,20920892208,41,63205112.41087613,2,4,11,3
EMPRESA DE SERVICIOS INTEGRALES LIMITADA,40518847,1,20259423.5,1,1,1,0
EMPRESA DE SERVICIOS INTEGRALES SPA,157525156,3,39381289.0,1,1,2,0
EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A.,210110689,26,2166089.5773195876,1,1,5,0
EMPRESA DE SERVICIOS Y SOLUCIONES TECNOLOGICAS SPA,2140351743,9,54880813.92307692,5,4,6,3
EMPRESA GESTORA DE AUTOPISTAS S.A.,3212560367,2,103630979.58064516,1,1,4,0
EMPRESA INMOBILIARIA IM LTDA.,7461195655,26,50413484.1554054,2,2,6,0
EMPRESA RALFER SPA,1391080149,7,51521487.0,1,5,3,0
EMPRESA SPECHT CONSTRUCTORA SPA,164321149,2,27386858.166666668,1,1,2,0
EMPRESA U SEGURIDAD,78245313,1,39122656.5,1,1,1,0
EMPRESAS LIPIGAS S.A.,175730549,6,5020872.828571429,1,1,1,0
EMPRO LTDA.,80595000,1,80595000.0,1,1,1,0
ENDESA,539638245,1,539638245.0,1,1,1,0
ENEL DISTRIBUCION CHILE S.A,85512771,2,42756385.5,1,1,2,0
ENERICO R. MIRANDA BAHAMONDE CONSTR. E.I.R.L.,695350139,3,34767506.95,1,1,4,0
ENGAGE CONSULTORES LIMITADA,54914288,1,10982857.6,1,2,2,0
ENRIQUE ALEJANDRO ROBLES GALAZ,41500670,5,8300134.0,1,1,3,0
ENRIQUE ALFONSO MARIN MAIDANA,8151300,1,8151300.0,1,1,1,0
ENRIQUE VASQUEZ ARREDONDO,14336232006,77,33495869.172897197,8,4,15,3
ENTEL TELEFONIA LOCAL S.A.,2553617,1,2553617.0,1,1,1,0
EOLICA SIMPLEX SPA.,48328860,1,48328860.0,1,1,1,0
EPAV S.A,20594342960,6,140097571.15646258,2,2,10,3
EQUIPOS Y CONSTRUCCIONES S.A.,24937935248,23,183367170.94117647,8,5,5,3
EQUIPOS Y CONSTRUCCIONES S.A. EN QUIEBRA,377145864,1,377145864.0,1,1,1,0
EQUIPOS Y MAQUINARIA OMEGA LTDA,15231559,1,15231559.0,1,1,1,0
ERIKA SEPULVEDA RAMIREZ,29908238,1,9969412.666666666,1,1,1,0
ERNESTO ROBERTO BROWN FERNANDEZ,26000000,1,6500000.0,1,1,2,0
ERNESTO ULISES MORALES CERONI,16637500,1,5545833.333333333,1,1,3,0
ESCAMET ING Y CONST. CABEZAS Y LEIVA LTDA.,264537114,1,132268557.0,1,1,1,0
ESPECIALIDADES ASFALTICAS BITUMIX SUR SPA.,2380362,1,2380362.0,1,1,1,0
ESPINOZA MAIBE LUIS FRANCISCO,10700173342,29,59445407.45555556,5,2,10,3
ESSBIO S.A.,375241329,15,8934317.357142856,3,3,8,3
ESTEBAN ALEJANDRO MORALES OLIVARES,9642517682,55,37519524.05447471,2,3,15,3
ESTEBAN BALCARCE VILLANUEVA,2000000,1,2000000.0,1,1,1,0
ESTUDIOS MAGALLANICOS LTDA.,11580508603,29,77203390.68666667,1,5,11,3
ESTUDIOS Y ASESORIAS DE INGENIERIA S.A.,2484989398,14,24126110.660194173,3,1,9,0
ESVAL S.A.,316956331,8,8127085.41025641,1,2,2,0
EUGENIO JOANNON RIVERA ARQUITECTOS ASOCIADOS LTDA.,92820,1,92820.0,1,1,1,0
EUGENIO TORRES FUENZALIDA,731451660,7,33247802.727272727,1,2,6,0
EUROCALIDAD S.A.,48273400,1,48273400.0,1,1,1,0
EVAL CONSTRUCCIONES LTDA,269451981,2,20727075.46153846,2,1,2,0
EXCAVACIONES  LOMA ALTA LTDA.,101289408,1,101289408.0,1,1,1,0
F & G INGENIERIA Y CONSTRUCCION SPA,18334494543,7,220897524.61445785,4,4,4,3
FABRICA DE BALDOSAS ATRIO LIMITADA,6565000,1,6565000.0,1,1,1,0
FAMILIA CONSTRUCTORA SPA,15439896323,16,155958548.71717173,6,8,3,3
FAMOMET LTDA,146912892,2,12242741.0,1,1,1,0
FCC CONSTRUCCION S.A. AGENCIA EN CHILE,14820546438,1,449107467.8181818,1,1,6,0
FELIPE ANDRES CORREA HERNANDEZ,149327150,6,6492484.782608695,1,1,5,0
FELIPE E. VERGARA CUEVAS ING. EIRL,107827430,1,26956857.5,1,1,1,0
FELIX VALENCIA VALENCIA,1915900,1,1915900.0,1,1,1,0
FERNANDO ARTURO BERNABE FIGUEROA HUIDOBRO,2900950669,5,50893871.385964915,1,1,4,0
FERNANDO AYALA MUNOZ,17227334,1,8613667.0,1,1,1,0
FERNANDO DAVID PALMA BECERRA,18000000,1,18000000.0,1,1,1,0
FERNANDO DIAZ DE ARCAYA HAM,6960805510,8,88111462.15189873,1,5,6,3
FERNANDO DRAKE Y CIA. LTDA,392559468,3,65426578.0,2,3,4,0
FERRARI VINUELA SERGIO MANUEL,601482784,3,30074139.2,3,2,2,0
FERRECCIO LTDA,217839757,1,43567951.4,1,1,2,0
"FERRER Y ASOCIADOS, ING. CONSULTORES S.A.",6307763291,19,47072860.38059702,8,3,14,3
FERROVIAL AGROMAN CHILE S.A.,2244271156,3,320610165.14285713,3,2,2,0
FIGUEIREDO FERRAZ CONS.E ING.DE PROYECTO LTDA.,324771200,4,29524654.545454547,2,1,2,0
FLAMINIO SALGADO GODOY,9716382,1,4858191.0,1,1,1,0
FLESAN S.A.,261008287225,57,158957543.9859927,11,7,15,1
FLUJO INGENIERIA LIMITADA,41536078,2,10384019.5,1,1,1,0
FORESTA SPA,454895754,1,454895754.0,1,1,1,0
FORESTAL Y AGRICOLA PIEDRA DEL AGUILA LTDA,108277000,1,18046166.666666668,1,1,4,0
FRACTAL INGENIERIA SPA.,862115009,3,31930185.51851852,2,2,4,0
FRANCISCO ARTURO CARO ARAYA,47555000,3,4323181.818181818,2,1,2,0
FRANCISCO BRAVO INGENIERIA Y CONSTRUCCION LTDA.,21575295,1,21575295.0,1,1,1,0
FRANCISCO GABRIEL SANDOVAL MARTINEZ,2720805787,14,31273629.735632185,1,1,9,0
