NOMBREADJUDICADO,total_pagado,num_contratos,pago_promedio,num_regiones,num_servicios,años_activo,CLUSTER
JACQUELINE ANDREA DE RURANGE ESPINOZA,10000000,1,10000000.0,1,1,1,0
"JAIME A.ESCOBAR M.SIST.AMBIENTALES E ING.,E.I.RL",5100000,2,1275000.0,1,1,2,0
JAIME ANDRES CASTILLO BREVIS,300702348,3,13668288.545454545,2,1,3,0
JAIME ENRIQUE MUNDACA FERREIRA,2000178375,4,500044593.75,1,1,3,0
JAIME FUENTES Y CIA LIMITADA,12380885455,74,40996309.45364238,11,4,15,3
JAIME OMAR FIGUEROA ARAYA,1273300,1,1273300.0,1,1,1,0
JAVIER HUMBERTO VARGAS PEREZ,38466750,4,9616687.5,1,1,2,0
JJR INGENIERIA LTDA.,176705455,3,22088181.875,1,2,1,0
JORGE  AGUILAR  SOTO,314790700,11,18517100.0,1,1,2,0
JORGE ALBERTO KAUFFMANN GONZALEZ,2419841,1,2419841.0,1,1,1,0
JORGE ALVARO ERAZO BELLO,10813732,1,2703433.0,1,1,3,0
JORGE ANDRES OPORTO RIVAS,18628819541,44,70563710.38257575,5,8,13,3
JORGE ENRIQUE BUGUNA MOLONGO,11805384,1,2951346.0,1,1,3,0
JORGE MELITON HERNANDEZ SAAVEDRA,1118414,1,1118414.0,1,1,1,0
JORGE PIDDO Y CIA. LTDA.,474625738,4,52736193.11111111,3,1,3,0
JORGE PIDDO Y COMPANIA LIMITADA,4387124296,12,60932281.88888889,5,3,5,3
JORGE ROBERTO CALDERA COFRE,61791940,1,61791940.0,1,1,1,0
JORGE UGARTE INGENIEROS CONSULTORES E.I.R.L.,164288446,1,164288446.0,1,1,1,0
JORGE VALENTIN AGUIRRE ABARCA,614243676,1,87749096.57142857,1,2,2,0
JORGE VILLAVICENCIO E HIJOS S.A.,23612463088,39,68047444.05763689,7,1,10,3
JOSE ALEJANDRO FUICA GARCIA,88078081,1,22019520.25,1,1,2,0
JOSE ALEJANDRO FUICA GARCIA INGENIERIA Y,744111029,3,43771237.0,2,1,3,0
JOSE DAGOBERTO CUEVAS VARGAS,3949617116,42,27238738.731034484,1,7,13,3
JOSE DANIEL TORRES VALDEBENITO,31849993,1,15924996.5,1,1,1,0
JOSE FABIAN HARO OYARZO,22365455,4,4473091.0,1,1,4,0
JOSE GUERRA Y CIA. LTDA.,218584076,2,21858407.6,1,1,2,0
JOSE I. AHUMADA RAMOS,77588712,4,11084101.714285715,1,1,1,0
JOSE JULIO AHUMADA VARAS,5725939629,23,53513454.476635516,2,1,4,0
JOSE MANUEL SILVA AGUILAR,17537756,1,8768878.0,1,1,1,0
JOSE TORRES INVERSIONES E INGENIERIA EIRL,360822126,9,12886504.5,1,1,5,0
JR MATRIZ SPA,76957110,1,10993872.857142856,1,1,2,0
JRRF CONSTRUCTORA LTDA.,4046505664,7,56201467.55555555,2,2,4,0
JUAN CARLOS PIZARRO ESPEJO,76379000,2,19094750.0,1,1,1,0
JUAN CARLOS SANHUEZA SEPULVEDA IC INGENIERIA,22850000,3,1904166.6666666667,1,1,2,0
JUAN EUGENIO  S.CATALDO MUNOZ,142960553,1,15884505.888888888,1,1,1,0
JUAN EUGENIO  SERGIO CATALDO MUNOZ,6934757929,7,85614295.41975309,4,2,8,3
JUAN FRANCISCO NUNEZ VARGAS,130454666,1,26090933.2,1,1,2,0
JUAN JOSE OLAECHEA DIAZ CONSTRUCTORA EIRL,728843037,9,23511065.70967742,1,1,6,0
JUAN PABLO REBOLLEDO GAMONAL,228705413,1,25411712.555555556,1,1,2,0
JUAN SALGADO E HIJO LTDA.,5556029570,46,35845352.06451613,4,5,13,3
JUAN VELASQUEZ VASQUEZ,2675595369,13,31477592.576470587,1,2,7,0
JUANA GUACOLDA ALVAREZ GOMEZ,5330460,2,2665230.0,1,1,1,0
JUANITA BAEZA MENZ ASESORIAS EIRL,75130146,2,12521691.0,1,1,2,0
JULIO RODOLFO RIQUELME RODRIGUEZ,438225615,5,27389100.9375,2,2,3,0
JUST PARTNERS SPA,55275405,4,9212567.5,3,2,2,0
JUSTO SCHWEITZER ARAVENA,22233715368,19,81741600.61764705,3,2,10,3
K Y S ASESORES SPA,721779853,1,103111407.57142857,1,2,2,0
KAREN PAOLA CONSTANTINO MUNOZ,51277126,2,10255425.2,1,1,1,0
KAUFMANN S.A. VEHICULOS MOTORIZADOS,24681333,1,24681333.0,1,1,1,0
KODAMA CONSTRUCCIONES LIMITADA,2310027947,2,192502328.91666666,1,1,2,0
KOLFF SA.,91697500,1,91697500.0,1,1,1,0
KOYER  EIRL,257183593,10,17145572.866666667,1,1,3,0
KRAHAN VIERA LIMITADA,520148808,3,52014880.8,1,1,2,0
LAB.DE ENSAYOS DE MAT.UNIVERSIDAD C.DE CHILE LTDA.,980266,1,980266.0,1,1,1,0
LAMBDA CONSTRUCCIONES CIA. LTDA.,24109591649,15,115911498.3125,2,3,15,3
LAS CHILCAS ING CONSTRUCCION Y MAQUINARIA S.A.,11709802558,192,43369639.1037037,12,2,8,1
LAS CHILCAS INGENIERIA CONSTRUCCION Y MAQUINA. S.A,851820137,8,85182013.7,5,1,2,0
LAS VERTIENTES LIMITADA,1002723877,6,32345931.51612903,3,2,4,0
LAVEL INGENIERIA LIMITADA,67208183,1,22402727.666666668,1,1,1,0
LAVEL INGENIERIA SPA,5027823048,5,157119470.25,1,5,3,0
LEANDRO SEMBLER E HIJO S.A.,51329163442,35,135433148.92348284,3,4,15,3
LEDESMA HERMANOS LIMITADA,641294059,3,49330312.23076923,1,2,2,0
LEIVA Y ASOCIADOS COMPANIA LTDA.,27180000,1,9060000.0,1,1,1,0
LEN Y ASOCIADOS INGENIEROS CONSULTORES LTDA.,2680039150,15,30112799.438202247,7,4,12,3
LEONARDO RUBEN PARMA SALAZAR,2500000,1,2500000.0,1,1,1,0
LEOPOLDO CRUCES SALAS,26848057,1,8949352.333333334,1,1,1,0
LILIAN RUTH DE LAS MERCEDES VALDIVIA ARAYA,239693610,7,23969361.0,1,1,3,0
LIMITE INGENIERIA S.A.,150198471,1,25033078.5,1,1,3,0
LOMBARDI S.A. INGENIEROS CONSULTORES,402072648,1,134024216.0,1,1,1,0
LOS VOLCANES SPA,2441817808,8,46072034.11320755,1,1,5,0
LOUIS BERGER CHILE S.A,4107742380,13,50094419.26829268,6,3,11,3
LRA CONSTRUCTORA SPA.,225160292,1,225160292.0,1,1,1,0
LUIS A. JORQUERA GALAZ,181002000,1,30167000.0,1,1,2,0
LUIS ALBERTO AVILA SALINAS,1083021375,7,34936173.38709678,1,3,6,0
LUIS AMERICO CORTES HERNANDEZ,58641,1,58641.0,1,1,1,0
LUIS BENITO VARGAS ABELLO,154699286,4,38674821.5,2,2,4,0
LUIS CAMPOS ESPINOZA E HIJOS LIMITADA,593806284,2,49483857.0,1,1,3,0
LUIS CORTES HERNANDEZ,1095257646,8,28822569.63157895,1,4,3,0
LUIS HERNAN ROJAS DA-SILVA,17374000,1,17374000.0,1,1,1,0
LUIS HORACIO COBARRUBIAS PENALOZA,699581113,4,33313386.333333332,1,1,5,0
LUIS M. VERGARA TORRES,3393186224,26,41380319.80487805,6,3,8,3
LUIS PATRICIO ROA MUNOZ,24649038678,59,75379323.17431192,1,7,15,3
LUIS REYES CRUZ,86140847,2,21535211.75,1,1,1,0
LUIS RICARDO BUSTOS MANRIQUEZ,17994332,1,17994332.0,1,1,1,0
LUIS RUBILAR ALBORNOZ,99710501464,98,118140404.57819906,4,10,15,1
LUIS SAN MARTIN INGENIEROS SPA,6973267558,7,126786682.87272727,4,2,10,3
LUIS SAN MARTIN Y CIA. LTDA.,1013922340,2,50696117.0,2,1,3,0
LUIS VICENTE PINTO LEIVA,83265693,1,13877615.5,1,1,1,0
LUIS VILCHES AVENDANO,1203798892,5,52339082.26086956,2,2,2,0
LUMINOSOS CORREA ELECTRONICS LTDA,192829396,1,19282939.6,1,1,2,0
LUZ LINARES S.A.,127977352,5,12797735.2,1,1,7,0
M & D TRANSPORTES LTDA,4458409880,12,79614462.14285715,1,4,5,0
MACARENA PAZ MEZA INOSTROZA,130950000,1,32737500.0,1,1,1,0
MACROCAP S.A,90698924,6,5038829.111111111,1,1,4,0
MAESTRANZA HETOL LTDA,734206559,2,52443325.64285714,1,2,3,0
MAESTRANZA JAAR SERVICIOS LTDA,11087172216,12,92393101.8,3,3,9,3
MAESTRANZA Y PLANTA DE ARIDOS RIO MAIPO S.A.,46952122378,18,108434462.76674365,3,3,15,3
MAKARENA LLAUCA LLAUCA,77350,1,77350.0,1,1,1,0
MANTENCION TECNICA PANAMERICANA S.A.,1747181735,29,4491469.755784062,4,2,12,3
MANUEL AGUILERA ZAMORA CONSULTORIA,771908715,11,22054534.714285713,3,3,9,3
MANUEL CARRILLO GODOY,1862505,1,1862505.0,1,1,1,0
MANUEL E. MARIN MUNOZ,175394761,2,25056394.42857143,1,2,2,0
MANUEL FERNANDO SUAZO ILLESCA,2133762886,15,34979719.44262295,1,3,4,0
MANUEL GONZALEZ VILLAGRA,45815000,1,45815000.0,1,1,1,0
MANUEL O. JAQUE C. ARRIENDO MAQ. MANT. IND. EIRL,10751463658,98,31529218.93841642,1,3,11,3
MAQUINARIA Y ARRIENDO DE EQUIPOS DE CONSTRUCCION M,35162049,2,17581024.5,1,1,1,0
MAQUINARIAS LOMAS LTDA.,357310173,2,25522155.214285713,1,1,3,0
MAQUINARIAS TEMUCO LTDA,9566842384,24,109963705.56321838,9,5,4,3
MAQUINARIAS Y SERVICIOS LTDA.,219161824,5,19923802.181818184,1,1,2,0
MAQUINARIAS Y SERVICIOS TAMBLAY LIMITADA,104458200,1,104458200.0,1,1,1,0
MARCELO ALBORNOZ AVILEZ,5185413,2,2592706.5,1,1,2,0
MARCELO ANDRES VALENZUELA DEL CAMPO,893189938,10,22329748.45,2,3,8,3
MARCELO MELILLANCA HUENUANCA,12108029,1,12108029.0,1,1,1,0
MARCELO VICENTE PONT LILLO,120000000,1,120000000.0,1,1,1,0
MARCOS ANTONIO DELUCCHI RODRIGUEZ,1797016996,43,36673816.24489796,4,1,4,0
MARCOS DANIEL GUEREN CAMPOS,9785490,1,9785490.0,1,1,1,0
MARGOT ISABEL VALLEJOS MORALES,37848230,1,37848230.0,1,1,1,0
MARIA EUGENIA ARAVENA DURAN,10643262264,23,88693852.2,3,3,7,3
MARIA SOLEDAD MOYA MARQUEZ,84975000,6,3862500.0,2,1,3,0
MARIA TERESA BARRIOS RAMIREZ,62378652,3,6237865.2,1,1,2,0
MARIA TEREZINA PARIS AVALOS,51798380,1,25899190.0,1,1,1,0
MARIELA LEIVA SILVA,6851167,1,1712791.75,1,1,1,0
MARILO FABIOLA ZUNIGA GARMENDIA,74000000,1,18500000.0,1,1,1,0
MARIO ALBERTO OVIEDO ARDILES,18734428,1,18734428.0,1,1,1,0
MARIO BANADOS VALENZUELA,250278105,2,31284763.125,1,1,3,0
MARIO ITURRIETA E HIJO S.A,29126321214,38,75652782.37402597,6,3,14,3
MARIO JOSE JARAMILLO GALLARDO,6694524333,10,65632591.5,1,4,10,3
MARIO TRONCOSO CABEZAS,167426867,1,20928358.375,1,1,2,0
MARITZA MANCILLA PALMA,201845677,5,15526590.538461538,1,1,3,0
MARLIN SPA,1904000,1,1904000.0,1,1,1,0
MARTINEZ Y CUEVAS ING.CONSULTORES S.A.,24325802,1,12162901.0,1,1,1,0
MASERCO S.A.,113427235684,51,176953565.8096724,3,5,11,3
MAT CONSTRUCCION LIMITADA,669435717,5,26777428.68,1,2,2,0
MATAQUITO S.P.A,37366000,1,37366000.0,1,1,1,0
MAUARA E.I.R.L.,450345914,2,45034591.4,1,2,3,0
MAURICIO AGUILERA GALLEGOS,614838202,2,43917014.428571425,1,1,3,0
MAURICIO HOCHSCHILD INGENIERIA Y SERVICIO S.A.,2758208,1,2758208.0,1,1,1,0
MAURICIO LEVY JOFRE,9988628439,6,208096425.8125,3,4,7,3
MAYCO S.P.A.,100707915,1,100707915.0,1,1,1,0
MC INGENIERIA  SPA,623377436,19,14167669.0,4,3,6,3
MDEA CONSULTORES LIMITADA,143868684,1,47956228.0,1,1,1,0
MECANO INGENIERIA Y MAQUINARIAS SPA,149231000,2,49743666.666666664,1,1,2,0
MEDIO AMBIENTE Y TECNOLOGIAS DE LA INFORMACION SPA,52000000,1,17333333.333333332,1,1,1,0
MERCATOR INSTRUMENTOS CIENTIFICOS LTDA.,59979929,1,29989964.5,1,1,1,0
MERCEDES DEL CARMEN FERNANDEZ OSSADEY,63500000,1,9071428.57142857,1,1,2,0
MICHAEL ANTONIO PINOCHET CANCINO,5800417,1,5800417.0,1,1,1,0
MICHEL VAN SINT JAN  FABRY,26573854,1,26573854.0,1,1,1,0
MICHELL- HILARION CONSULTORES LIMITADA,1215763760,5,48630550.4,2,2,4,0
MIGUEL CASASSUS RODINO,77000000,1,19250000.0,1,1,1,0
MIGUEL NENADOVICH Y CIA. LTDA.,8859435928,20,63281685.2,5,2,11,3
MIGUEL PEREZ CONSULTORIA Y PERFORACION EIRL,951868714,6,79322392.83333333,1,2,5,0
MIGUEL RAMIREZ Y CIA. LTDA.,115337121,3,19222853.5,2,1,1,0
MILTON DAVISON MIRANDA,310012060,2,77503015.0,1,2,1,0
MINERA Y CONSTRUCTORA RIO GRANDE LTDA.,4278308106,67,46003312.96774194,9,2,7,3
MINERA Y CONSTRUCTORA RIO GRANDE SPA,5599459340,18,91794415.40983607,4,4,5,3
MINERIA Y CONST. PATRICIO W. PIZARRO ROBLES EIRL,16305380,1,16305380.0,1,1,1,0
MINISTERIO DE OBRAS PUBLICAS,4728846845,44,72751489.92307693,3,2,13,3
MIREYA DEL C. GALAZ FARIAS,247505463,4,19038881.769230768,1,1,1,0
MISAEL ANANIAS FLORES LARA,3782321890,2,189116094.5,1,2,3,0
MODESTO SEGUNDO URIBE SALINAS,31700901,2,7925225.25,1,1,2,0
MONTAJES INDUSTRIALES MONTEC LTDA.,1398845917,1,174855739.625,1,1,1,0
MORE INGENIEROS CONSULTORES LIMITADA,57208747,1,2487336.8260869565,1,1,3,0
MORO INGENIERIA S.A.,4702446866,19,57346913.0,2,3,7,3
MOVIMIENTO DE TIERRA TAMAYA Y COMPANIA,7963675631,36,63709405.048,3,3,8,3
MOVITEX CONSTRUCCION SPA,42943265867,22,146564047.32764506,2,3,5,3
MT. INGENIERIA Y CONSTRUCCION LTDA.,6009670472,18,63259689.17894737,4,8,12,3
MUELLE MELBOURNE & CLARK SA,5196225295,1,346415019.6666667,1,1,3,0
MUNOZ NOME LUIS EDUARDO,65913416,1,16478354.0,1,1,1,0
NAHIM DANIEL ESCUDERO MOLL,74673414,1,24891138.0,1,1,2,0
NAUTICA CHILE MARINE LTDA,2156280,1,2156280.0,1,1,1,0
NAVARRETE Y DIAZ CUMSILLE INGENIEROS CIVILES S.A.,104158558425,25,290945693.924581,11,7,14,3
NECONCHILE SPA,34368976,1,11456325.333333334,1,1,1,0
NEI SPA,430096116,2,35841343.0,2,2,2,0
NELSON ALEJANDRO MUNOZ MONTERO,11000000,1,2750000.0,1,1,2,0
NELSON ANTONIO DONOSO PENROZ,10813732,1,2703433.0,1,1,3,0
NELSON BERNARDO TURRA TURRA,3789877816,25,28930365.00763359,2,2,7,0
NELSON FABIAN IGOR FLORES,386315896,3,21461994.222222224,1,2,5,0
NELSON ISIDRO REYES REYES.,700512208,3,58376017.333333336,1,1,6,0
NELSON LOMBARDO MOLINA SEGURA,241729781,22,8057659.366666666,1,2,6,0
NELTUME LTDA.,471156493,2,29447280.8125,1,2,2,0
NEMOTEC ING. Y CONSTRUCC. LTDA.,193700929,1,27671561.285714287,1,1,2,0
NESTOR IVAN ORTEGA GUAJARDO,6000000,1,6000000.0,1,1,1,0
NEUMANN AGUILAR PABLO,3212718746,15,32451704.505050506,2,4,13,3
NICALSUR SPA,2232089692,14,46501868.583333336,2,4,6,3
NICANOR MACDOWELL LUNA,310225232,2,15511261.6,1,1,2,0
NICOLAS MARTINEZ ZAPATA,9731910107,45,36044111.507407404,3,5,14,3
NILSON DENIS SCHWERTER TORRES,1050531106,6,30015174.457142856,2,2,3,0
NIOG INGENIERIA Y CONSTRUCCION SPA,20000000,1,10000000.0,1,1,1,0
NUEVA ATACAMA S.A.,75827064,1,75827064.0,1,1,1,0
NUEVOSUR S.A.,38715414,6,2277377.294117647,1,1,3,0
NURY HAYDEE ARAYA GUERRA,5210869753,50,43423914.608333334,1,3,11,3
OBRAS CIVILES ANCO LTDA,11944006,1,11944006.0,1,1,1,0
OBRAS CIVILES FARIAS E HIJOS SPA,5427459042,5,146688082.2162162,1,3,3,0
OBRAS CIVILES GUILLERMO SOTO REED EIRL.,352667069,3,50381009.85714286,2,1,2,0
OBRAS CIVILES J & F LIMITADA,199394206,1,49848551.5,1,1,1,0
OBRAS CIVILES J F  LIMITADA,4211884313,8,110839060.86842105,3,2,4,0
OBRAS CIVILES J Y F LIMITADA,108613924,2,54306962.0,1,1,1,0
OBRAS CIVILES LGP. S.A.,6375803141,5,205671069.06451613,1,3,5,0
OBRAS CIVILES Y MARITIMAS LTDA,777834389,2,64819532.416666664,2,1,2,0
OBRAS CIVILES Y SERV.SANITARIOS OCSSA SPA,1008451500,4,56025083.333333336,2,1,3,0
OBRAS CIVILES Y TRANSPORTES LA VINILLA SPA,15422400,1,15422400.0,1,1,1,0
OBRAS ESPECIALES NAVARRA AGENCIA EN CHILE,514757960,2,64344745.0,2,2,2,0
OBRAS HIDRAULICAS MINERIA Y VIALIDAD SPA,1701470587,3,141789215.58333334,2,3,3,0
OBRAS MENORES Y TRANS. RENE ISRAEL FUENTES E.I.R.L,84415717,1,28138572.333333332,1,1,2,0
"OBRASCON HUARTE LAIN,S.A. AGENCIA EN CHILE",90017956803,8,569733903.8164557,4,4,9,3
OJEDA INGENIERIA LTDA,4429488,1,1476496.0,1,1,1,0
OMAR ANTUNEZ ANTUNEZ,871905203,9,30065696.655172415,1,3,6,0
OMAR ARTURO GOYA CORDOVA,293697952,3,16316552.888888888,1,1,2,0
OMAR PATRICIO MARDONES SANDOVAL,13448645769,11,158219361.9882353,2,5,3,0
OMEGA INGENIERIA DE PROYECTOS LTDA,54025000,1,13506250.0,1,1,2,0
ONATE INGENIEROS CONSULTORES S.A.,41002500,1,20501250.0,1,1,2,0
OO CC EIRL,18000000,1,9000000.0,1,1,1,0
OPDA CONSTRUCCIONES LIMITADA,429027593,2,107256898.25,2,2,1,0
OPERPLANT SERVICE LTDA,8946697166,61,34677120.79844961,1,1,9,3
OPERPLANT SERVICE SPA,9798293792,19,74229498.42424242,2,4,5,3
OSCAR ALFARO SANCHEZ,457685393,2,65383627.571428575,2,1,2,0
OSCAR GEBRIE SANHUEZA,1716398786,6,49039965.31428572,2,2,5,0
OSCAR PATRICIO DELGADO ARLEGUI,287013043,7,31890338.111111112,1,1,7,0
OSCAR RODRIGO LEIVA HERNANDEZ,42442540,2,8488508.0,1,1,1,0
OSCIEL ALEJANDRO SUAZO GONZALEZ,2468323205,7,40464314.836065575,2,1,7,0
OSCIEL MOYANO ROJAS,8381589,1,2793863.0,1,1,1,0
OSVALDO ALCAYAGA BENAVENTE,74605413,1,8289490.333333333,1,1,3,0
PADECASA AGENCIA EN CHILE,1222427335,2,87316238.21428572,2,1,3,0
PAISAJE FORESTAL LTDA.,805717872,8,17904841.6,1,2,8,0
PAISAJE RURAL INVESTIGACION Y GESTION DE PROYECTOS,391900000,1,65316666.666666664,1,1,3,0
PANUL SILVICULTURA SPA,393763999,4,6562733.316666666,1,1,6,0
PARES Y ALVAREZ INGENIEROS ASOCIADOS LIM,39285870,1,19642935.0,1,1,1,0
PAT TRAFFIC LIMITADA,5155783482,3,25028075.155339807,1,1,10,0
PATRICIA DEL CARMEN RIQUELME CHAVEZ,323701346,6,11162115.379310345,1,1,4,0
PATRICIO ALFONSO BARRA LEIVA,48433000,1,24216500.0,1,1,1,0
PATRICIO H. CABRERA CAMPUSANO,84266894,2,28088964.666666668,1,1,1,0
PATRICIO HERNAN AVILA ORREGO INGENIERIA EIRL,7272296783,23,37103555.01530612,7,5,9,3
PATRICIO JUVENAL HUALAMAN AGUILAR,333333,1,333333.0,1,1,1,0
PATRICIO RODRIGO BUGUNA MOYA,11805384,1,2951346.0,1,1,3,0
PATRICIO TOLEDO INGENIERIA Y CONSTRUCCIONES SPA,348136163,1,87034040.75,1,1,1,0
PAULA O'KUINGHTTONS PARADA,407916280,7,19424584.76190476,2,1,2,0
PAULA OKUINGHTTONS PARADA,961114791,13,32037159.7,3,2,3,0
PAVIMENTOS CHILENOS LTDA.,25559642470,33,160752468.36477986,9,5,11,3
PAVIMENTOS QUILIN LIMITADA,168354609257,58,514845899.86850154,9,7,11,1
PEDRO ALBERTO MANSILLA FABBRI,880273561,14,33856675.42307692,2,1,5,0
PEDRO ALEJANDRO URRUTIA PEREZ,12325116444,56,58412874.14218009,5,5,11,3
PEDRO HERNANDEZ PEREZ,311825448,7,13557628.173913043,1,1,4,0
PEDRO MARCELINO HENRIQUEZ CAMPOS,128231425,2,25646285.0,1,1,1,0
PEDRO SEBASTIAN ARRIAGADA FICA,5621185127,30,50189152.91964286,2,7,6,3
PEDRO SEGUNDO CATALAN CALFINANCO,188613009,2,20957001.0,2,1,3,0
PENA Y LILLO MORA VICTOR  MARCIAL,14962917324,29,85993777.72413793,4,1,8,3
PEREDO PEREDO ADOLFO ANTONIO,113533412,2,16219058.857142856,1,1,2,0
PERFORACION AGUAS SUR LTDA,722898469,8,32859021.318181816,2,1,3,0
PERFOSYM SPA,2455281963,14,49105639.26,1,2,3,0
PH Y PB ABOGADOS LTDA,10470529,1,5235264.5,1,1,2,0
PIA MARZIANO YURIE,1000000,1,1000000.0,1,1,1,0
POCH AMBIENTAL S.A.,175070114,4,10298242.0,3,1,5,0
PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE.,155295840,4,17255093.333333332,2,2,3,0
PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,55000000,2,13750000.0,1,1,3,0
POUL ESHINGTON  MONDORF OLSEN,16000000,1,16000000.0,1,1,1,0
POYRY (CHILE) LIMITADA,39874000,1,19937000.0,1,1,2,0
POZOS PERFOSUR LTDA,149228160,1,149228160.0,1,1,1,0
POZOS PROFUNDOS S. A.,9774902951,40,61093143.44375,9,6,10,3
PRADO Y BOZZI LIMITADA,47000000,1,23500000.0,1,1,1,0
PRADO Y COMPANIA LTDA.,316974712,2,35219412.44444445,2,2,4,0
PRDW ALDUNATE VASQUEZ INGENIEROS LTDA,487333796,2,37487215.07692308,2,1,3,0
PRIMMO CONSTRUCTORA E INMOBILIARIA LTDA,581091188,6,34181834.5882353,2,2,3,0
PRISMA INGENIERIA LTDA.,1409518898,9,26102201.814814813,4,2,11,3
PROAQUA LIMITADA,107180035,5,11908892.777777778,2,2,2,0
PROD.D. MAR SER.Y CONST.MARGARITA VILLEGAS K.LTDA.,610305630,3,40687042.0,1,1,2,0
PROD.DEL MAR SERV.Y CONST.MARGARITA CRISTINA VILLE,129976705,2,43325568.333333336,1,1,1,0
PRODALAM S.A.,669047,1,669047.0,1,1,1,0
PRODASAM INGENIERIA E INNOVACION LTDA.,1103853711,24,16982364.784615386,1,1,10,0
PRODUCT.DE TARJETAS DE IDENTIFIC.E-MACH CARD LTDA,320580050,1,53430008.333333336,1,1,2,0
PRODUCTOS BITUMINOSOS S.A.,3733268,2,1866634.0,1,1,1,0
"PROJECTS & FACILITIES MANAGEMENT SL., SUCURSAL CHI",468793257,3,58599157.125,2,1,4,0
PROYECTOS DE INGENIERIA LTDA.,6547583167,34,38973709.327380955,1,1,7,0
PROYECTOS DE INGENIERIA Y CONSTRUCCION HERMAN RIVA,25000000,1,25000000.0,1,1,1,0
PROYECTOS Y REHABILITACIONES KALAM S.A.,1836248677,1,102013815.3888889,1,1,3,0
PUERTO CORP SPA,43396867,1,21698433.5,1,1,2,0
PUERTO LINARES SPA,830287995,3,39537523.571428575,2,2,3,0
QPROJECT SOCIEDAD ANONIMA,516948723,9,27207827.52631579,6,1,2,0
QPROJECT SPA,1180525560,18,24594282.5,10,1,4,3
QUINTA INGENIERIA Y CONSTRUCCION LTDA,7585322201,9,280937859.2962963,4,2,4,0
QUINTA INGENIERIA Y CONSTRUCCION S.A.,15587339009,11,264192186.59322035,3,4,5,3
R Y Q INGENIERIA S.A.,2726224761,8,63400575.8372093,5,4,8,3
R.G.INGENIEROS LTDA.,140580482,2,11715040.166666666,2,1,3,0
RADASMA MILLALONCO HERNANDEZ,761600,1,380800.0,1,1,1,0
RAFAEL LOPEZ BRACK,601148518,13,12523927.458333334,1,1,7,0
RAMIRO LEPE GONZALEZ,1867800,1,933900.0,1,1,1,0
RAMON EDUARDO BUGUENO SALAZAR,15113000,1,15113000.0,1,1,1,0
RAMON FRANCISCO LOPEZ LOYOLA,9633000,1,9633000.0,1,1,1,0
RAMON RAMIREZ SOTO,421414157,1,210707078.5,1,1,2,0
RAUL EDUARDO OSORIO MONCADA,471825432,6,18147132.0,1,1,7,0
RAUL JOSE MOLINA OTAROLA,58270000,2,11654000.0,1,1,3,0
RAUL PEY Y CIA. LIMITADA,501583937,3,45598539.72727273,3,1,4,0
RAUL VERNAL ORMAZABAL,497856722,2,41488060.166666664,1,2,2,0
RBD HERMANOS SPA,18541655336,26,158475686.63247862,2,5,5,3
RCN INGENIERIA Y CONSTRUCCION E.I.R.L.,1138953583,2,59944925.421052635,2,1,3,0
REDES HIDRAULICAS SPA,536274,1,536274.0,1,1,1,0
REGULACION Y GESTION CONSULTORES LIMITADA,39500000,1,13166666.666666666,1,1,1,0
REMAVESA S. A.,312777524285,107,480457026.5514593,13,6,15,1
RENE AGUIRRE RODRIGUEZ,3349820248,12,62033708.2962963,2,6,6,3
RENE CARVAJAL GUERRERO,25640430,1,12820215.0,1,1,1,0
RENE OSVALDO VALDEBENITO AEDO,113047025,2,56523512.5,1,1,1,0
RENTAS E INVERSIONES ECOTECNOS S.A.,10000000,1,10000000.0,1,1,1,0
RENTAS MAQUINARIAS MAMOROMAQ LTDA,64594390,1,64594390.0,1,1,1,0
REVALORIZACION DE RESIDUOS ORGANICOS DIEGO MISLEH,77518980,1,77518980.0,1,1,1,0
RFA INGENIEROS LTDA,1726600335,9,38368896.333333336,2,2,7,0
RHINO SPA,644857921,1,161214480.25,1,1,1,0
RICARDO ANDRES HOTT REHBEIN,4938024,1,4938024.0,1,1,1,0
RICARDO DEL T. TORRES ARAYA,336635492,13,8210621.756097561,1,1,4,0
RICARDO FAJARDO ASTUDILLO,324238228,3,21615881.866666667,3,1,4,0
RICARDO MAURICIO SILVA TAPIA,3625995852,4,72519917.04,1,2,5,0
RICHARD ANTONIO CONTRERAS PASTEN,606168150,11,30308407.5,1,2,2,0
RICHARD MORALES SANCHEZ,38945138,1,38945138.0,1,1,1,0
RICHARD SANTIAGO ARMELLA PEREZ,19144720,1,19144720.0,1,1,1,0
RIEGOSALZ CHILE,179836889,2,59945629.666666664,1,1,2,0
RMD KWIKFORM CHILE S.A.,362442863,2,45305357.875,1,1,2,0
ROAD INGENIERIA LIMITADA,138278413,3,4768221.137931035,2,1,3,0
ROBERTO ALFREDO HICKMANN URBAN,402885567,1,402885567.0,1,1,1,0
ROBERTO EDUARDO VALENZUELA BENITEZ,889631,1,444815.5,1,1,1,0
ROBERTO MATUS REYES,327006456,5,27250538.0,1,1,2,0
ROBERTO PAREDES Y CIA LTDA,430547854,2,53818481.75,1,1,1,0
ROBERTO PAREDES Y CIA LTDA.,624403951,3,69378216.77777778,1,1,1,0
ROBERTO PAREDES Y COMPANIA SPA.,24632437110,51,98925450.24096386,7,5,11,3
ROBERTO PATRICIO SILVA RUIZ CONSTRUCTORA,709858104,3,39436561.333333336,1,2,3,0
